"","Region","Price","Year","Manufacturer","Model","Condition","Cylinders","Fuel","Odometer","Transmission","Drive","Size","Type","Paint_color","State","Lat","Long","JDM"
"4137","Rhode Island",10995,2011,"Ford","Explorer","Excellent",NA,"Gas",140088,"Automatic","4WD",NA,"Suv","Black","RI",41.669,-70.2696,"Non-JDM"
"4138","Charlotte",24488,2019,"Chrysler","300 Limted Rwd",NA,NA,"Gas",38822,"Automatic",NA,NA,"Other","White","NC",34.8024,-82.4288,"Non-JDM"
"4139","Wichita",13995,2017,"Ford","Escape",NA,NA,"Gas",98158,"Automatic","4WD",NA,"Suv",NA,"KS",37.664,-97.4722,"Non-JDM"
"4140","Tampa Bay Area",12199,2011,"Honda","Pilot","Good","6 cylinders","Gas",89000,"Automatic",NA,"Mid-Size","Suv","Grey","FL",28.5658,-82.3737,"JDM"
"4141","Cape Cod / Islands",6490,2010,"Honda","Civic Lx","Excellent","4 cylinders","Gas",157011,"Automatic","FWD","Mid-Size","Sedan","Brown","MA",41.6725,-70.2654,"JDM"
"4142","Louisville",4300,2005,"Chevrolet","Suburban 1500 Ltz","Good","8 cylinders","Gas",142000,"Automatic","4WD","Full-Size","Suv","Red","KY",38.4046,-85.788,"Non-JDM"
"4143","Birmingham",11888,2011,"Buick","Enclave Cxl","Good","6 cylinders","Gas",85570,"Automatic","FWD","Full-Size","Suv","White","AL",32.8894,-86.623,"Non-JDM"
"4144","Cedar Rapids",13990,2018,"Hyundai","Elantra","Excellent","4 cylinders","Gas",31932,"Automatic","FWD",NA,"Sedan","Red","IA",41.9705,-91.6698,"Non-JDM"
"4145","Kalamazoo",14990,2017,"Chevrolet","Cruze","Good","4 cylinders","Gas",36000,"Automatic","FWD",NA,"Sedan","Silver","MI",42.4723,-85.7035,"Non-JDM"
"4146","Central Nj",7000,2007,"Toyota","Avalon",NA,"6 cylinders","Gas",126214,"Automatic","FWD",NA,"Sedan","Grey","NJ",40.1816,-74.6634,"JDM"
"4147","Monterey Bay",35995,2019,"Ram","1500 Classic Big Horn",NA,"8 cylinders","Gas",5564,"Automatic","4WD",NA,NA,NA,"CA",38.0179,-121.269,"Non-JDM"
"4148","Charleston",15990,2011,"Ford","F-150",NA,NA,"Gas",174719,"Automatic","4WD",NA,"Pickup","White","SC",32.984,-80.0916,"Non-JDM"
"4149","San Luis Obispo",13900,2004,"GMC","Sierra",NA,NA,"Gas",87043,"Automatic","FWD",NA,"Pickup","Silver","CA",35.267,-120.67,"Non-JDM"
"4150","Eau Claire",5995,2014,"KIA","Rio","Excellent","5 cylinders","Gas",99650,"Automatic",NA,NA,NA,NA,"WI",44.5761,-91.4696,"Non-JDM"
"4151","Sarasota-Bradenton",3500,2006,"Acura","Mdx Awd","Good","6 cylinders","Gas",185,"Automatic","4WD","Mid-Size","Suv","Brown","FL",27.2666,-82.5163,"JDM"
"4152","Madison",3995,2003,"Toyota","Camry Le","Good","6 cylinders","Gas",185427,"Automatic","FWD",NA,NA,NA,"WI",43.0231,-88.8101,"JDM"
"4153","Salem",531,2017,"Jaguar","F-Pace S",NA,"6 cylinders","Gas",60188,"Automatic",NA,NA,"Suv",NA,"OR",44.9744,-123.002,"Non-JDM"
"4154","Bowling Green",15000,2011,"GMC","Sierra 1500","Excellent",NA,"Gas",111421,"Automatic","RWD",NA,"Pickup","Grey","KY",36.2923,-86.7333,"Non-JDM"
"4155","Richmond",34000,2016,"GMC","Sierra","Excellent","8 cylinders","Gas",62000,"Automatic","4WD","Full-Size","Truck","Grey","VA",37.4555,-77.6239,"Non-JDM"
"4156","Dallas / Fort Worth",30000,1979,"Cadillac","Eldorado",NA,NA,"Gas",38447,"Automatic",NA,NA,"Coupe","Yellow","TX",36.0639,-115.022,"Non-JDM"
"4157","Richmond",18798,2017,"Subaru","Legacy",NA,NA,"Gas",15121,"Automatic",NA,NA,NA,NA,"VA",37.2916,-76.4905,"JDM"
"4158","Billings",8999,2013,"Honda","Cr-V",NA,NA,"Gas",184000,"Automatic",NA,NA,NA,NA,"MT",45.811,-108.471,"JDM"
"4159","San Luis Obispo",296,2017,"Hyundai","Sonata Hybrid Limited","Good",NA,"Other",29270,"Automatic","FWD",NA,"Sedan","White","CA",34.953,-120.446,"Non-JDM"
"4160","Missoula",38998,2016,"Ram","1500",NA,"8 cylinders","Gas",35993,"Automatic","4WD",NA,"Truck",NA,"MT",47.7989,-116.742,"Non-JDM"
"4161","Ft Myers / Sw Florida",25698,2016,"Toyota","Highlander",NA,"6 cylinders","Gas",71924,"Automatic","4WD","Mid-Size","Suv","Grey","FL",26.5717,-81.8776,"JDM"
"4162","Knoxville",10995,2013,"Hyundai","Genesis","Excellent","6 cylinders","Gas",92100,"Automatic","RWD","Full-Size","Sedan","Black","TN",35.858,-84.1194,"Non-JDM"
"4163","Baltimore",31000,2017,"Ford","Explorer",NA,NA,"Gas",31628,"Automatic",NA,NA,NA,"White","MD",39.4228,-77.4597,"Non-JDM"
"4164","Cleveland",10385,2012,"KIA","Optima Sx T-Gdi","Excellent","4 cylinders","Gas",99896,"Manual","FWD","Mid-Size","Sedan","Silver","OH",41.3872,-81.3042,"Non-JDM"
"4165","Buffalo",30923,2019,"Ford","F-150",NA,"8 cylinders","Gas",23551,"Automatic","4WD","Full-Size","Pickup","Silver","NY",42.7874,-78.7621,"Non-JDM"
"4166","Springfield",9995,2015,"Dodge","Journey",NA,"6 cylinders","Gas",104475,"Automatic","FWD",NA,"Suv","Red","MO",37.2593,-93.2912,"Non-JDM"
"4167","Rockford",22990,2013,"Chevrolet","Camaro Ss Coupe 2d","Good","8 cylinders","Gas",89263,"Automatic","RWD",NA,"Coupe","Black","IL",33.7792,-84.4118,"Non-JDM"
"4168","Syracuse",9995,2014,"Ram","Cargo Van Tradesman","Good","6 cylinders","Gas",95702,"Automatic","FWD",NA,"Van","White","NY",43.2205,-77.819,"Non-JDM"
"4169","Indianapolis",65999,2020,"Chevrolet","Silverado 2500hd",NA,NA,"Diesel",3,"Automatic","4WD",NA,"Pickup",NA,"IN",38.4018,-93.785,"Non-JDM"
"4170","Milwaukee",1000,1987,"Ford","E350","Fair","8 cylinders","Gas",49702,"Automatic","RWD","Full-Size","Truck","Orange","WI",43.006,-87.9353,"Non-JDM"
"4171","Kennewick-Pasco-Richland",28998,2020,"Mitsubishi","Outlander","New",NA,"Gas",10,"Automatic",NA,NA,NA,"White","WA",46.2138,-119.161,"JDM"
"4172","Mansfield",1500,1995,"Mercury","Grand Marquis Ls","Excellent","8 cylinders","Gas",142000,"Automatic","RWD","Full-Size","Sedan","White","OH",40.7623,-82.5254,"Non-JDM"
"4173","New Hampshire",4500,2004,"Nissan","Frontier Xe","Good","6 cylinders","Gas",164000,"Automatic","4WD",NA,"Pickup","Black","NH",43.7844,-71.0964,"JDM"
"4174","Syracuse",29500,2017,"Jeep","Grand Cherokee Limited","Like new","6 cylinders","Gas",18303,"Automatic","4WD",NA,"Suv",NA,"NY",43.2083,-76.8142,"Non-JDM"
"4175","Chattanooga",34000,2018,"BMW","530i","Like new","4 cylinders","Gas",25100,"Automatic","RWD","Full-Size","Sedan","White","TN",35.1591,-85.2182,"Non-JDM"
"4176","Western Il",10900,2007,"Ford","F150 Xlt","Good","8 cylinders","Gas",87000,"Automatic","4WD",NA,"Truck","Black","IL",40.4617,-90.6787,"Non-JDM"
"4177","Manhattan",3250,2008,"Volkswagen","Rabbit","Good",NA,"Gas",159500,"Automatic","FWD",NA,"Hatchback","Black","KS",39.21,-96.3153,"Non-JDM"
"4178","Flint",2995,2007,"Pontiac","G6",NA,NA,"Gas",162047,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"4179","Birmingham",38990,2019,"Ford","Mustang Gt Coupe 2d","Good","8 cylinders","Gas",1717,"Other","RWD",NA,"Coupe","Red","AL",33.52,-86.79,"Non-JDM"
"4180","Southwest Ms",27995,2011,"Chevrolet","Silverado 3500 Hd Crew Cab",NA,"8 cylinders","Diesel",207864,"Automatic","4WD",NA,"Pickup","White","MS",30.1237,-95.2686,"Non-JDM"
"4181","Moses Lake",41999,2018,"Ram","1500 Sport 4x4 1/2 Ton",NA,NA,"Gas",21442,"Automatic","4WD",NA,"Truck","Blue","WA",47.6561,-117.237,"Non-JDM"
"4182","San Antonio",37981,2016,"GMC","Sierra",NA,NA,"Gas",72276,"Automatic","4WD",NA,"Pickup",NA,"TX",29.5372,-98.4147,"Non-JDM"
"4183","Skagit / Island / Sji",25500,2014,"BMW","6 Series 650i Gran Coupe",NA,"8 cylinders","Gas",60963,"Automatic","RWD",NA,"Sedan",NA,"WA",47.8125,-122.322,"Non-JDM"
"4184","Richmond",12995,2007,"Nissan","Titan",NA,"8 cylinders","Gas",79639,"Automatic","4WD",NA,"Truck",NA,"VA",38.5072,-77.3741,"JDM"
"4185","Austin",21590,2018,"Nissan","Murano S Sport Utility 4d","Good","6 cylinders","Gas",31589,"Automatic","FWD",NA,"Suv","Red","TX",30.51,-97.67,"JDM"
"4186","Fort Collins / North Co",38500,2019,"Ford","F150","Like new","6 cylinders","Gas",33000,"Automatic","4WD",NA,NA,"Grey","CO",41.1842,-104.785,"Non-JDM"
"4187","Cincinnati",8495,2010,"Nissan","Maxima",NA,NA,"Gas",108838,"Automatic","FWD",NA,"Sedan","White","OH",39.0026,-84.4234,"JDM"
"4188","Washington, Dc",3200,2004,"Toyota","Camry",NA,"6 cylinders","Gas",171706,"Automatic","FWD",NA,"Sedan","Blue","DC",38.6636,-77.2512,"JDM"
"4189","Moses Lake",42999,2018,"Ram","1500 Sport 4x4 1/2 Ton",NA,NA,"Gas",17795,"Automatic","4WD",NA,"Truck","White","WA",46.2348,-119.128,"Non-JDM"
"4190","New York City",12999,2011,"BMW","X5 Xdrive35i","Excellent","6 cylinders","Gas",112355,"Automatic","4WD","Full-Size","Suv","Blue","NY",40.585,-73.94,"Non-JDM"
"4191","Harrisonburg",4250,2000,"Toyota","Sienna","Excellent","6 cylinders","Gas",140000,"Automatic","FWD","Full-Size","Mini-Van",NA,"VA",38.9674,-78.4096,"JDM"
"4192","Missoula",8500,1997,"Dodge","Cummins",NA,NA,"Diesel",171000,"Automatic",NA,NA,NA,NA,"MT",46.631,-114.094,"Non-JDM"
"4193","Central Nj",15950,2017,"Toyota","Tacoma",NA,"6 cylinders","Gas",40337,"Automatic","4WD","Compact","Pickup","White","NJ",25.8271,-80.2415,"JDM"
"4194","Billings",12999,2011,"Ford","F-350 Sd",NA,NA,"Diesel",166055,"Automatic",NA,NA,"Other","White","MT",40.3744,-104.694,"Non-JDM"
"4195","Pittsburgh",13499,2016,"Subaru","Legacy 2.5i Limited Awd","Like new","4 cylinders","Gas",60,"Automatic","4WD","Full-Size","Sedan","Blue","PA",40.3758,-79.9077,"JDM"
"4196","Cincinnati",4300,2006,"Honda","Civic Ex","Good","4 cylinders","Gas",233500,"Automatic","FWD","Mid-Size","Sedan","Grey","OH",39.1451,-84.3094,"JDM"
"4197","Charlotte",11999,2014,"Nissan","Pathfinder",NA,NA,"Gas",111853,"Automatic","4WD",NA,"Wagon",NA,"NC",36.0242,-79.8027,"JDM"
"4198","Norfolk / Hampton Roads",32900,2016,"Chevrolet","Silverado 1500","Excellent","8 cylinders","Gas",56412,"Automatic","4WD","Full-Size","Pickup","Black","VA",36.8996,-76.2993,"Non-JDM"
"4199","South Florida",6500,2007,"BMW","525i",NA,NA,"Gas",120000,"Automatic",NA,NA,NA,NA,"FL",25.8512,-80.207,"Non-JDM"
"4200","Boulder",15000,2004,"Ram","2500","Good","6 cylinders","Diesel",372000,"Automatic","4WD","Full-Size","Truck","Silver","CO",40.1155,-105.389,"Non-JDM"
"4201","Fort Collins / North Co",21466,2018,"Volkswagen","Tiguan 2.0t S","Good",NA,"Other",37878,"Automatic",NA,NA,"Suv","White","CO",40.3944,-104.736,"Non-JDM"
"4202","Bend",26990,2002,"Ram",NA,NA,NA,"Diesel",163033,"Manual","4WD",NA,"Pickup","Silver","OR",45.6169,-122.693,"Non-JDM"
"4203","El Paso",6800,2013,"Honda","Civic Coupe","Excellent","4 cylinders","Gas",82000,"Automatic","FWD","Compact","Coupe","White","TX",31.8045,-105.966,"JDM"
"4204","Akron / Canton",11995,2014,"Ford","Edge",NA,"6 cylinders","Gas",73500,"Automatic","FWD",NA,"Suv","Silver","OH",41.1397,-81.4811,"Non-JDM"
"4205","Toledo",12997,2017,"Jeep","Patriot","Good","4 cylinders","Gas",125917,"Automatic","FWD","Full-Size","Suv","Black","OH",41.39,-83.6511,"Non-JDM"
"4206","Madison",4780,2009,"Honda","Civic","Excellent",NA,"Gas",176386,"Manual","FWD",NA,NA,"Silver","WI",43.0137,-88.808,"JDM"
"4207","Pensacola",12350,2014,"Ford","Escape","Good","4 cylinders","Gas",86129,"Automatic","FWD","Full-Size","Suv","Silver","FL",30.432,-86.8725,"Non-JDM"
"4208","Fayetteville",11980,2016,"KIA","Optima","Excellent","4 cylinders","Gas",87319,"Automatic","FWD","Full-Size","Sedan","Grey","AR",37.0512,-93.2972,"Non-JDM"
"4209","Mobile",12890,2014,"Ford","Transit Connect Cargo Xl","Like new","4 cylinders","Gas",129334,"Automatic","FWD","Full-Size","Van","White","AL",30.4297,-87.6832,"Non-JDM"
"4210","Winston-Salem",4600,2009,"Chevrolet","Cobalt Ls","Good","4 cylinders","Gas",90000,"Automatic","FWD","Sub-Compact","Coupe","Silver","NC",36.1669,-80.3798,"Non-JDM"
"4211","Olympic Peninsula",12000,1996,"Ford","F250",NA,"8 cylinders","Diesel",227000,"Automatic","4WD","Full-Size","Truck","Green","WA",46.8836,-124.106,"Non-JDM"
"4212","Baton Rouge",9995,2014,"Chevrolet","Malibu Lt",NA,NA,"Gas",102323,"Automatic",NA,NA,NA,NA,"LA",30.2699,-90.9422,"Non-JDM"
"4213","Kennewick-Pasco-Richland",79999,2019,"Ford","F350 Power Stroke Platinum",NA,NA,"Diesel",18643,"Automatic","4WD",NA,"Truck","Grey","WA",46.2348,-119.128,"Non-JDM"
"4214","Memphis",34990,2016,"Chevrolet","Silverado 1500 Crew","Good","8 cylinders","Gas",71536,"Automatic","4WD",NA,"Pickup","Black","TN",35.1,-90,"Non-JDM"
"4215","Hartford",12500,1996,"Chevrolet","Corvette","Excellent","8 cylinders","Gas",46000,"Automatic","RWD",NA,"Coupe","Silver","CT",41.7997,-72.2478,"Non-JDM"
"4216","Central Nj",11995,2014,"Ford","F-150",NA,"6 cylinders","Gas",137163,"Automatic","RWD",NA,"Truck","White","NJ",40.4342,-74.2199,"Non-JDM"
"4217","Bozeman",20500,2015,"Chevrolet","Silverado 1500",NA,NA,"Other",114484,"Automatic",NA,NA,NA,NA,"MT",45.6542,-110.61,"Non-JDM"
"4218","Wausau",13920,2012,"Chevrolet","Express","Good","8 cylinders","Gas",76058,"Automatic","RWD","Full-Size","Van","White","WI",44.4102,-89.8826,"Non-JDM"
"4219","Corpus Christi",15406,2017,"Hyundai","Santa Fe Sport",NA,"4 cylinders","Gas",56568,"Automatic","FWD","Mid-Size","Suv","Black","TX",27.6579,-97.4798,"Non-JDM"
"4220","Lewiston / Clarkston",32999,2017,"Ford","Explorer Limited 4x4 Gas",NA,NA,"Gas",34301,"Automatic","4WD",NA,"Suv","Black","ID",47.6561,-117.237,"Non-JDM"
"4221","Medford-Ashland",7800,2008,"Mercedes-benz","C300","Good","6 cylinders","Gas",143550,"Automatic","RWD","Full-Size","Sedan","Black","OR",42.4337,-123.052,"Non-JDM"
"4222","Washington, Dc",5200,2008,"Hyundai","Santa Fe","Excellent","6 cylinders","Gas",145000,"Automatic",NA,"Full-Size","Suv",NA,"DC",38.7492,-77.4878,"Non-JDM"
"4223","La Crosse",26950,2016,"Audi","Q5 Premium Plus Quattro Awd",NA,NA,"Gas",25277,"Automatic",NA,NA,NA,NA,"WI",44.8432,-91.5504,"Non-JDM"
"4224","Bozeman",14599,2012,"Ford","Explorer","Excellent",NA,"Gas",100163,"Automatic","4WD",NA,"Suv","Blue","MT",45.6493,-110.571,"Non-JDM"
"4225","St Louis, Mo",12990,2018,"Ford","Focus",NA,NA,"Gas",17200,"Automatic","FWD",NA,NA,"Black","IL",38.697,-90.4055,"Non-JDM"
"4226","Nashville",8500,2010,"Toyota","Prius",NA,NA,"Gas",111930,"Automatic","FWD",NA,"Sedan",NA,"TN",36.218,-86.5798,"JDM"
"4227","Richmond",15000,2010,"Ford","F350","Good","10 cylinders","Gas",172300,"Automatic","RWD","Full-Size","Truck","White","VA",36.5763,-78.1059,"Non-JDM"
"4228","Milwaukee",5999,2012,"Chevrolet","Cruz Lt",NA,NA,"Gas",157498,"Automatic",NA,NA,NA,NA,"WI",43.0166,-88.0386,"Non-JDM"
"4229","Jacksonville",12599,2016,"Chevrolet","Malibu",NA,"4 cylinders","Gas",93398,"Automatic","FWD","Mid-Size","Sedan","Custom","FL",30.1746,-81.474,"Non-JDM"
"4230","Springfield",35699,2019,"Nissan","Armada",NA,NA,"Gas",37817,"Automatic",NA,NA,NA,NA,"MO",38.3826,-93.7734,"JDM"
"4231","Corvallis/Albany",19990,2000,"Lexus","Lx",NA,NA,"Gas",158630,"Automatic","4WD",NA,"Wagon",NA,"OR",45.6169,-122.693,"JDM"
"4232","Richmond",8900,1995,"GMC","3500 Service Truck","Good",NA,"Diesel",115753,"Manual",NA,NA,NA,NA,"VA",37.7395,-77.4784,"Non-JDM"
